ZCTA5	urban_rural-population-total_population	urban_rural-population-urban_total_population	urban_rural-population-rural_total_population	urban_rural-percent-urban_population-of-total_population	urban_rural-percent-rural_population-of-total_population
43336	39	0	39	0.0	1.0
43337	1108	0	1108	0.0	1.0
43338	10489	3467	7022	0.331	0.669
43340	1721	0	1721	0.0	1.0
43341	907	0	907	0.0	1.0
43342	3228	120	3108	0.037	0.963
43343	1505	0	1505	0.0	1.0
43344	5677	0	5677	0.0	1.0
43345	920	0	920	0.0	1.0
43347	1530	0	1530	0.0	1.0
43348	1984	1879	105	0.947	0.053
43351	10436	6055	4381	0.58	0.42
43356	1103	0	1103	0.0	1.0
43357	4763	0	4763	0.0	1.0
43358	2521	0	2521	0.0	1.0
43359	819	0	819	0.0	1.0
43360	1593	0	1593	0.0	1.0
43402	31327	25416	5911	0.811	0.189
43403	5004	5004	0	1.0	0.0
43406	1777	0	1777	0.0	1.0
43407	639	0	639	0.0	1.0
43408	269	219	50	0.814	0.186
43410	10403	5986	4417	0.575	0.425
43412	4362	1077	3285	0.247	0.753
43413	1407	0	1407	0.0	1.0
43416	2891	0	2891	0.0	1.0
43420	30579	23385	7194	0.765	0.235
43430	4783	3377	1406	0.706	0.294
43431	4752	0	4752	0.0	1.0
43432	1366	0	1366	0.0	1.0
43433	95	0	95	0.0	1.0
43434	101	101	0	1.0	0.0
43435	1532	0	1532	0.0	1.0
43437	427	0	427	0.0	1.0
43438	312	0	312	0.0	1.0
43439	113	0	113	0.0	1.0
43440	4875	2498	2377	0.512	0.488
43442	999	0	999	0.0	1.0
43443	1834	0	1834	0.0	1.0
43445	1161	0	1161	0.0	1.0
43446	25	0	25	0.0	1.0
43447	3450	2200	1250	0.638	0.362
43449	8278	2794	5484	0.338	0.662
43450	3619	0	3619	0.0	1.0
43451	1119	318	801	0.284	0.716
43452	13811	10851	2960	0.786	0.214
43456	608	0	608	0.0	1.0
43457	1456	0	1456	0.0	1.0
43458	414	0	414	0.0	1.0
43460	6289	6289	0	1.0	0.0
43462	1163	0	1163	0.0	1.0
43463	18	18	0	1.0	0.0
43464	1460	0	1460	0.0	1.0
43465	5059	4497	562	0.889	0.111
43466	2192	0	2192	0.0	1.0
43467	106	0	106	0.0	1.0
43468	451	0	451	0.0	1.0
43469	3149	0	3149	0.0	1.0
43501	788	0	788	0.0	1.0
43502	6933	4353	2580	0.628	0.372
43504	1094	0	1094	0.0	1.0
43505	96	0	96	0.0	1.0
43506	14830	9762	5068	0.658	0.342
43511	940	0	940	0.0	1.0
43512	28674	18306	10368	0.638	0.362
43515	7979	3158	4821	0.396	0.604
43516	2951	0	2951	0.0	1.0
43517	3744	0	3744	0.0	1.0
43518	2726	0	2726	0.0	1.0
43519	184	0	184	0.0	1.0
43521	2811	0	2811	0.0	1.0
43522	3344	0	3344	0.0	1.0
43523	62	0	62	0.0	1.0
43524	1236	0	1236	0.0	1.0
43525	1152	0	1152	0.0	1.0
43526	6072	3613	2459	0.595	0.405
43527	2287	0	2287	0.0	1.0
43528	16430	15600	830	0.949	0.051
43529	256	0	256	0.0	1.0
43531	216	0	216	0.0	1.0
43532	4015	0	4015	0.0	1.0
43533	1553	0	1553	0.0	1.0
43534	1784	0	1784	0.0	1.0
43535	757	0	757	0.0	1.0
43536	394	0	394	0.0	1.0
43537	27276	27096	180	0.993	0.007
43540	1501	0	1501	0.0	1.0
43541	144	0	144	0.0	1.0
43542	3591	1216	2375	0.339	0.661
43543	7771	3929	3842	0.506	0.494
43545	14034	8724	5310	0.622	0.378
43547	284	0	284	0.0	1.0
43548	700	0	700	0.0	1.0
43549	1460	0	1460	0.0	1.0
43551	37002	32396	4606	0.876	0.124
43553	252	252	0	1.0	0.0
43554	2408	0	2408	0.0	1.0
43555	200	0	200	0.0	1.0
43556	1860	0	1860	0.0	1.0
43557	3393	0	3393	0.0	1.0
43558	13579	4655	8924	0.343	0.657
43560	32226	31526	700	0.978	0.022
43565	348	0	348	0.0	1.0
43566	7613	6701	912	0.88	0.12
43567	13283	7348	5935	0.553	0.447
43569	2818	0	2818	0.0	1.0
43570	3106	0	3106	0.0	1.0
43571	6783	4200	2583	0.619	0.381
43604	10154	10154	0	1.0	0.0
43605	28346	28346	0	1.0	0.0
43606	26429	26429	0	1.0	0.0
43607	23958	23958	0	1.0	0.0
43608	16515	16515	0	1.0	0.0
43609	23687	23687	0	1.0	0.0
43610	5105	5105	0	1.0	0.0
43611	19207	19207	0	1.0	0.0
43612	29674	29674	0	1.0	0.0
43613	31635	31635	0	1.0	0.0
43614	29290	29290	0	1.0	0.0
43615	39441	39441	0	1.0	0.0
43616	20873	17097	3776	0.819	0.181
43617	7500	7293	207	0.972	0.028
43619	7499	7294	205	0.973	0.027
43620	5858	5858	0	1.0	0.0
43623	20149	20149	0	1.0	0.0
43701	55643	40132	15511	0.721	0.279
43711	91	0	91	0.0	1.0
43713	7487	4351	3136	0.581	0.419
43716	1973	0	1973	0.0	1.0
43717	164	151	13	0.921	0.079
43718	3209	0	3209	0.0	1.0
43719	2601	0	2601	0.0	1.0
43720	1300	0	1300	0.0	1.0
43721	149	0	149	0.0	1.0
43722	420	0	420	0.0	1.0
43723	4984	2819	2165	0.566	0.434
43724	9201	5337	3864	0.58	0.42
43725	20357	12513	7844	0.615	0.385
43727	1473	0	1473	0.0	1.0
43728	1250	0	1250	0.0	1.0
43730	2503	0	2503	0.0	1.0
43731	5461	2911	2550	0.533	0.467
43732	1703	0	1703	0.0	1.0
43733	95	0	95	0.0	1.0
43734	1171	0	1171	0.0	1.0
43735	499	0	499	0.0	1.0
43736	55	0	55	0.0	1.0
43738	164	0	164	0.0	1.0
43739	2025	0	2025	0.0	1.0
43740	256	0	256	0.0	1.0
43746	1425	0	1425	0.0	1.0
43747	1083	0	1083	0.0	1.0
43748	2755	0	2755	0.0	1.0
43749	2339	0	2339	0.0	1.0
43750	164	0	164	0.0	1.0
43754	1542	0	1542	0.0	1.0
43755	1620	0	1620	0.0	1.0
43756	5320	1961	3359	0.369	0.631
43758	3315	691	2624	0.208	0.792
43759	66	0	66	0.0	1.0
43760	1831	0	1831	0.0	1.0
43761	111	0	111	0.0	1.0
43762	5413	2665	2748	0.492	0.508
43764	8566	4940	3626	0.577	0.423
43766	1648	0	1648	0.0	1.0
43767	1443	184	1259	0.128	0.872
43768	275	0	275	0.0	1.0
43771	2007	43	1964	0.021	0.979
43772	1879	0	1879	0.0	1.0
43773	3248	0	3248	0.0	1.0
43777	4714	2123	2591	0.45	0.55
43778	1526	0	1526	0.0	1.0
43779	971	0	971	0.0	1.0
43780	2106	0	2106	0.0	1.0
43782	849	0	849	0.0	1.0
43783	4704	0	4704	0.0	1.0
43786	32	0	32	0.0	1.0
43787	2997	0	2997	0.0	1.0
43788	865	0	865	0.0	1.0
43793	5110	0	5110	0.0	1.0
43802	1075	0	1075	0.0	1.0
43804	3851	0	3851	0.0	1.0
43805	71	0	71	0.0	1.0
43811	829	0	829	0.0	1.0
43812	19061	11517	7544	0.604	0.396
43821	4327	0	4327	0.0	1.0
43822	4626	0	4626	0.0	1.0
43824	3787	0	3787	0.0	1.0
43830	6158	1789	4369	0.291	0.709
43832	7479	4170	3309	0.558	0.442
43836	128	0	128	0.0	1.0
43837	1973	0	1973	0.0	1.0
43840	1248	0	1248	0.0	1.0
43842	355	0	355	0.0	1.0
43843	1123	0	1123	0.0	1.0
43844	3869	0	3869	0.0	1.0
43845	4711	2534	2177	0.538	0.462
43901	2219	0	2219	0.0	1.0
43902	202	0	202	0.0	1.0
43903	2208	0	2208	0.0	1.0
43905	237	0	237	0.0	1.0
43906	8678	5133	3545	0.591	0.409
43907	6008	2521	3487	0.42	0.58
43908	1574	0	1574	0.0	1.0
43910	3631	429	3202	0.118	0.882
43912	6801	4560	2241	0.67	0.33
43913	1490	1400	90	0.94	0.06
43914	94	0	94	0.0	1.0
43915	1495	5	1490	0.003	0.997
43917	3136	0	3136	0.0	1.0
43920	23438	19744	3694	0.842	0.158
43925	82	0	82	0.0	1.0
43926	285	285	0	1.0	0.0
43927	74	0	74	0.0	1.0
43928	116	0	116	0.0	1.0
43930	882	0	882	0.0	1.0
43931	272	272	0	1.0	0.0
43932	931	0	931	0.0	1.0
43933	2070	0	2070	0.0	1.0
43934	295	293	2	0.993	0.007
43935	8943	7140	1803	0.798	0.202
43938	5794	4164	1630	0.719	0.281
43939	513	0	513	0.0	1.0
43940	377	0	377	0.0	1.0
43942	2500	0	2500	0.0	1.0
43943	3472	594	2878	0.171	0.829
43944	2529	0	2529	0.0	1.0
43945	3191	0	3191	0.0	1.0
43946	2114	67	2047	0.032	0.968
43947	5322	4149	1173	0.78	0.22
43948	670	0	670	0.0	1.0
43950	16762	5826	10936	0.348	0.652
43951	84	0	84	0.0	1.0
43952	19050	17186	1864	0.902	0.098
43953	11553	10830	723	0.937	0.063
43961	294	293	1	0.997	0.003
43962	112	0	112	0.0	1.0
43963	1362	1362	0	1.0	0.0
43964	9575	5331	4244	0.557	0.443
43967	21	0	21	0.0	1.0
43968	7182	3734	3448	0.52	0.48
43970	31	0	31	0.0	1.0
43971	1150	1125	25	0.978	0.022
43972	144	0	144	0.0	1.0
43973	1996	0	1996	0.0	1.0
43974	107	0	107	0.0	1.0
43976	1632	0	1632	0.0	1.0
43977	2407	0	2407	0.0	1.0
43983	440	0	440	0.0	1.0
43985	128	0	128	0.0	1.0
43986	1975	0	1975	0.0	1.0
43988	2476	0	2476	0.0	1.0
44001	20769	18256	2513	0.879	0.121
44003	4676	0	4676	0.0	1.0
44004	33421	28553	4868	0.854	0.146
44010	1667	0	1667	0.0	1.0
44011	21193	21193	0	1.0	0.0
44012	22581	22572	9	1.0	0.0
44017	19161	19161	0	1.0	0.0
44021	6444	1471	4973	0.228	0.772
44022	16516	14513	2003	0.879	0.121
44023	17351	8906	8445	0.513	0.487
44024	23557	8161	15396	0.346	0.654
44026	11116	6171	4945	0.555	0.445
44028	8467	2183	6284	0.258	0.742
44030	16652	13450	3202	0.808	0.192
44032	1557	0	1557	0.0	1.0
44035	64263	62331	1932	0.97	0.03
44039	29563	29424	139	0.995	0.005
44040	3020	1033	1987	0.342	0.658
44041	14979	8613	6366	0.575	0.425
44044	15951	8002	7949	0.502	0.498
44045	422	422	0	1.0	0.0
44046	2222	0	2222	0.0	1.0
44047	9213	3205	6008	0.348	0.652
44048	2565	662	1903	0.258	0.742
44049	238	0	238	0.0	1.0
44050	6118	3246	2872	0.531	0.469
44052	29850	29850	0	1.0	0.0
44053	18256	18256	0	1.0	0.0
44054	12591	12591	0	1.0	0.0
44055	19846	19846	0	1.0	0.0
44056	11157	11157	0	1.0	0.0
44057	19961	14657	5304	0.734	0.266
44060	60211	59418	793	0.987	0.013
44062	14972	3387	11585	0.226	0.774
44064	1657	0	1657	0.0	1.0
44065	4433	0	4433	0.0	1.0
44067	20441	20062	379	0.981	0.019
44070	32902	32902	0	1.0	0.0
44072	4383	1082	3301	0.247	0.753
44074	11679	7980	3699	0.683	0.317
44076	5141	0	5141	0.0	1.0
44077	56491	51242	5249	0.907	0.093
44080	226	0	226	0.0	1.0
44081	7088	6072	1016	0.857	0.143
44082	1619	0	1619	0.0	1.0
44084	3611	0	3611	0.0	1.0
44085	3277	0	3277	0.0	1.0
44086	2391	0	2391	0.0	1.0
44087	20221	19959	262	0.987	0.013
44089	15899	11885	4014	0.748	0.252
44090	11504	4845	6659	0.421	0.579
44092	16835	16835	0	1.0	0.0
44093	1467	0	1467	0.0	1.0
44094	35234	32700	2534	0.928	0.072
44095	33579	33579	0	1.0	0.0
44099	2314	0	2314	0.0	1.0
44101	565	565	0	1.0	0.0
44102	45014	45014	0	1.0	0.0
44103	18123	18123	0	1.0	0.0
44104	22640	22640	0	1.0	0.0
44105	40089	40089	0	1.0	0.0
44106	26896	26896	0	1.0	0.0
44107	52244	52244	0	1.0	0.0
44108	25679	25679	0	1.0	0.0
44109	40646	40646	0	1.0	0.0
44110	20136	20136	0	1.0	0.0
44111	39778	39778	0	1.0	0.0
44112	23073	23073	0	1.0	0.0
44113	19213	19213	0	1.0	0.0
44114	5225	5225	0	1.0	0.0
44115	8307	8307	0	1.0	0.0
44116	20268	20268	0	1.0	0.0
44117	10224	10224	0	1.0	0.0
44118	40438	40438	0	1.0	0.0
44119	12482	12482	0	1.0	0.0
44120	38196	38196	0	1.0	0.0
44121	33220	33220	0	1.0	0.0
44122	34057	34057	0	1.0	0.0
44123	17637	17637	0	1.0	0.0
44124	38282	38033	249	0.993	0.007
44125	28730	28615	115	0.996	0.004
44126	16771	16771	0	1.0	0.0
44127	5586	5586	0	1.0	0.0
44128	29274	29274	0	1.0	0.0
44129	29090	29090	0	1.0	0.0
44130	50639	50639	0	1.0	0.0
44131	20469	20040	429	0.979	0.021
44132	14071	14071	0	1.0	0.0
44133	30394	29502	892	0.971	0.029
44134	38800	38800	0	1.0	0.0
44135	26861	26861	0	1.0	0.0
44136	25608	25608	0	1.0	0.0
44137	23240	23240	0	1.0	0.0
44138	22332	22332	0	1.0	0.0
44139	24356	24050	306	0.987	0.013
44140	15651	15651	0	1.0	0.0
44141	13945	12135	1810	0.87	0.13
44142	19201	19201	0	1.0	0.0
44143	24499	24349	150	0.994	0.006
44144	21089	21089	0	1.0	0.0
44145	32729	32729	0	1.0	0.0
44146	29761	29224	537	0.982	0.018
44147	19480	19480	0	1.0	0.0
44149	19177	19033	144	0.992	0.008
44201	6917	0	6917	0.0	1.0
44202	19561	16725	2836	0.855	0.145
44203	41248	40010	1238	0.97	0.03
44212	43548	43007	541	0.988	0.012
44214	2076	0	2076	0.0	1.0
44215	2162	2052	110	0.949	0.051
44216	9418	5917	3501	0.628	0.372
44217	4142	1984	2158	0.479	0.521
44221	29587	29587	0	1.0	0.0
44223	18185	17442	743	0.959	0.041
44224	38742	38517	225	0.994	0.006
44230	8252	5739	2513	0.695	0.305
44231	8308	2713	5595	0.327	0.673
44233	7646	2477	5169	0.324	0.676
44234	4192	1263	2929	0.301	0.699
44235	1825	0	1825	0.0	1.0
44236	25296	22996	2300	0.909	0.091
44240	37927	36588	1339	0.965	0.035
44241	16428	14584	1844	0.888	0.112
44243	5658	5658	0	1.0	0.0
44250	1253	1253	0	1.0	0.0
44251	850	773	77	0.909	0.091
44253	3218	0	3218	0.0	1.0
44254	4833	2670	2163	0.552	0.448
44255	7987	257	7730	0.032	0.968
44256	62039	43192	18847	0.696	0.304
44260	13450	8769	4681	0.652	0.348
44262	5016	5016	0	1.0	0.0
44264	2315	717	1598	0.31	0.69
44265	51	0	51	0.0	1.0
44266	33581	24764	8817	0.737	0.263
44270	8890	6828	2062	0.768	0.232
44272	5208	1493	3715	0.287	0.713
44273	6718	2580	4138	0.384	0.616
44274	225	0	225	0.0	1.0
44275	3521	0	3521	0.0	1.0
44276	1906	326	1580	0.171	0.829
44278	17868	17868	0	1.0	0.0
44280	4557	279	4278	0.061	0.939
44281	29954	23653	6301	0.79	0.21
44285	85	0	85	0.0	1.0
44286	6109	2145	3964	0.351	0.649
44287	7559	0	7559	0.0	1.0
44288	4118	2174	1944	0.528	0.472
44301	15340	15340	0	1.0	0.0
44302	5524	5524	0	1.0	0.0
44303	7700	7700	0	1.0	0.0
44304	5916	5916	0	1.0	0.0
44305	22294	22294	0	1.0	0.0
44306	22492	22492	0	1.0	0.0
44307	7643	7643	0	1.0	0.0
44308	1392	1392	0	1.0	0.0
44310	22786	22786	0	1.0	0.0
44311	8782	8782	0	1.0	0.0
44312	31919	31919	0	1.0	0.0
44313	24935	24685	250	0.99	0.01
44314	18825	18825	0	1.0	0.0
44319	22686	22686	0	1.0	0.0
44320	19937	19660	277	0.986	0.014
44321	15200	13456	1744	0.885	0.115
44333	18763	15665	3098	0.835	0.165
44401	2892	0	2892	0.0	1.0
44402	3352	0	3352	0.0	1.0
44403	3820	782	3038	0.205	0.795
44404	1624	0	1624	0.0	1.0
44405	8229	8229	0	1.0	0.0
44406	22054	16048	6006	0.728	0.272
44408	10331	6732	3599	0.652	0.348
44410	17409	9782	7627	0.562	0.438
44411	2181	0	2181	0.0	1.0
44412	2644	0	2644	0.0	1.0
44413	7261	4944	2317	0.681	0.319
44417	1659	0	1659	0.0	1.0
44418	1357	0	1357	0.0	1.0
44420	15429	14993	436	0.972	0.028
44423	2425	0	2425	0.0	1.0
44425	14898	11628	3270	0.781	0.219
44427	1612	0	1612	0.0	1.0
44428	3290	0	3290	0.0	1.0
44429	2576	0	2576	0.0	1.0
44430	5270	4264	1006	0.809	0.191
44431	4727	1986	2741	0.42	0.58
44432	13693	5740	7953	0.419	0.581
44436	3836	1540	2296	0.401	0.599
44437	4252	4252	0	1.0	0.0
44438	4751	3796	955	0.799	0.201
44439	115	0	115	0.0	1.0
44440	4967	4718	249	0.95	0.05
44441	1600	0	1600	0.0	1.0
44442	4006	2643	1363	0.66	0.34
44443	1704	0	1704	0.0	1.0
44444	10454	6632	3822	0.634	0.366
44445	3449	1369	2080	0.397	0.603
44446	20955	20551	404	0.981	0.019
44449	1323	0	1323	0.0	1.0
44450	2042	0	2042	0.0	1.0
44451	3032	0	3032	0.0	1.0
44452	3167	815	2352	0.257	0.743
44454	1153	0	1153	0.0	1.0
44455	1890	0	1890	0.0	1.0
44460	26732	15878	10854	0.594	0.406
44470	3790	89	3701	0.023	0.977
44471	11097	11072	25	0.998	0.002
44473	3823	43	3780	0.011	0.989
44481	10408	1329	9079	0.128	0.872
44483	26006	25236	770	0.97	0.03
44484	22991	22653	338	0.985	0.015
44485	16498	16269	229	0.986	0.014
44490	798	753	45	0.944	0.056
44491	3515	0	3515	0.0	1.0
44493	25	0	25	0.0	1.0
44502	10204	10204	0	1.0	0.0
44503	1021	1021	0	1.0	0.0
44504	5262	5262	0	1.0	0.0
44505	19357	19194	163	0.992	0.008
44506	2707	2707	0	1.0	0.0
44507	5863	5863	0	1.0	0.0
44509	11975	11975	0	1.0	0.0
44510	2499	2499	0	1.0	0.0
44511	19672	19672	0	1.0	0.0
44512	34424	34424	0	1.0	0.0
44514	22472	20983	1489	0.934	0.066
44515	27766	26905	861	0.969	0.031
44601	35294	26796	8498	0.759	0.241
44606	7819	0	7819	0.0	1.0
44607	234	0	234	0.0	1.0
44608	2666	0	2666	0.0	1.0
44609	3987	858	3129	0.215	0.785
44610	263	0	263	0.0	1.0
44611	2025	0	2025	0.0	1.0
44612	5293	3651	1642	0.69	0.31
44613	2011	1826	185	0.908	0.092
